selection1_name,selection1_url,selection1_Quality_Ingredients,selection1_Potential_Allergens,selection1_Questionable_Ingrediens,selection1_Numeric_Ingredient_name,selection1_Numeric_Ingredient_selection2,selection1_Ingredients,selection1_selection4
Instinct Ultimate Protein Cage-Free Duck Recipe (Dry),https://catfooddb.com/chewy/best-dry-cat-food/instinct-by-natures-variety-ultimate%252Fdp%252F113463,"duck
chicken",dried whey protein concentrate,None,Fat:,17.00%,"Duck, Chicken, Egg Product, Tapioca, Ground Flaxseed, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavor, Dried Tomato Pomace, Dried Whey Protein Concentrate, Dicalcium Phosphate, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Montmorillonite Clay, Choline Chloride, Taurine, Freeze Dried Duck (including Freeze Dried Ground Duck Bone), Pumpkinseeds, Dried Bacillus coagulans Fermentation Product, Rosemary Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
Instinct Ultimate Protein Cage-Free Duck Recipe (Dry),https://catfooddb.com/chewy/best-dry-cat-food/instinct-by-natures-variety-ultimate%252Fdp%252F113463,"duck
chicken",dried whey protein concentrate,None,Fiber:,3.00%,"Duck, Chicken, Egg Product, Tapioca, Ground Flaxseed, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavor, Dried Tomato Pomace, Dried Whey Protein Concentrate, Dicalcium Phosphate, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Montmorillonite Clay, Choline Chloride, Taurine, Freeze Dried Duck (including Freeze Dried Ground Duck Bone), Pumpkinseeds, Dried Bacillus coagulans Fermentation Product, Rosemary Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
Instinct Ultimate Protein Cage-Free Duck Recipe (Dry),https://catfooddb.com/chewy/best-dry-cat-food/instinct-by-natures-variety-ultimate%252Fdp%252F113463,"duck
chicken",dried whey protein concentrate,None,Carbs:,17.00%,"Duck, Chicken, Egg Product, Tapioca, Ground Flaxseed, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavor, Dried Tomato Pomace, Dried Whey Protein Concentrate, Dicalcium Phosphate, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Montmorillonite Clay, Choline Chloride, Taurine, Freeze Dried Duck (including Freeze Dried Ground Duck Bone), Pumpkinseeds, Dried Bacillus coagulans Fermentation Product, Rosemary Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
Instinct Ultimate Protein Cage-Free Duck Recipe (Dry),https://catfooddb.com/chewy/best-dry-cat-food/instinct-by-natures-variety-ultimate%252Fdp%252F113463,"duck
chicken",dried whey protein concentrate,None,Ash:,6.00%,"Duck, Chicken, Egg Product, Tapioca, Ground Flaxseed, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavor, Dried Tomato Pomace, Dried Whey Protein Concentrate, Dicalcium Phosphate, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Montmorillonite Clay, Choline Chloride, Taurine, Freeze Dried Duck (including Freeze Dried Ground Duck Bone), Pumpkinseeds, Dried Bacillus coagulans Fermentation Product, Rosemary Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
Instinct Ultimate Protein Cage-Free Duck Recipe (Dry),https://catfooddb.com/chewy/best-dry-cat-food/instinct-by-natures-variety-ultimate%252Fdp%252F113463,"duck
chicken",dried whey protein concentrate,None,Moisture:,10.00%,"Duck, Chicken, Egg Product, Tapioca, Ground Flaxseed, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavor, Dried Tomato Pomace, Dried Whey Protein Concentrate, Dicalcium Phosphate, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Montmorillonite Clay, Choline Chloride, Taurine, Freeze Dried Duck (including Freeze Dried Ground Duck Bone), Pumpkinseeds, Dried Bacillus coagulans Fermentation Product, Rosemary Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Wellness Core Original Original: Deboned Turkey, Turkey Meal & Chicken Meal",https://catfooddb.com/chewy/best-dry-cat-food/wellness-core-grain-free-original%252Fdp%252F146754,"deboned turkey
deboned chicken
turkey meal
chicken meal
herring meal",salmon oil,None,Protein:,45.00%,"Deboned Turkey, Deboned Chicken, Turkey Meal, Chicken Meal, Peas, Herring Meal, Chicken Fat (Preserved With Mixed Tocopherols), Dried Ground Potatoes, Tomato Pomace, Ground Flaxseed, Natural Chicken Flavor, Salmon Oil, Cranberries, Chicory Root Extract, Choline Chloride, Taurine, Vitamin E Supplement, Dried Kelp, Zinc Proteinate, Mixed Tocopherols (Added To Preserve Freshness), Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Yucca Schidigera Extract, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, D-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus Plantarum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Wellness Core Original Original: Deboned Turkey, Turkey Meal & Chicken Meal",https://catfooddb.com/chewy/best-dry-cat-food/wellness-core-grain-free-original%252Fdp%252F146754,"deboned turkey
deboned chicken
turkey meal
chicken meal
herring meal",salmon oil,None,Fat:,18.00%,"Deboned Turkey, Deboned Chicken, Turkey Meal, Chicken Meal, Peas, Herring Meal, Chicken Fat (Preserved With Mixed Tocopherols), Dried Ground Potatoes, Tomato Pomace, Ground Flaxseed, Natural Chicken Flavor, Salmon Oil, Cranberries, Chicory Root Extract, Choline Chloride, Taurine, Vitamin E Supplement, Dried Kelp, Zinc Proteinate, Mixed Tocopherols (Added To Preserve Freshness), Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Yucca Schidigera Extract, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, D-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus Plantarum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Wellness Core Original Original: Deboned Turkey, Turkey Meal & Chicken Meal",https://catfooddb.com/chewy/best-dry-cat-food/wellness-core-grain-free-original%252Fdp%252F146754,"deboned turkey
deboned chicken
turkey meal
chicken meal
herring meal",salmon oil,None,Fiber:,3.00%,"Deboned Turkey, Deboned Chicken, Turkey Meal, Chicken Meal, Peas, Herring Meal, Chicken Fat (Preserved With Mixed Tocopherols), Dried Ground Potatoes, Tomato Pomace, Ground Flaxseed, Natural Chicken Flavor, Salmon Oil, Cranberries, Chicory Root Extract, Choline Chloride, Taurine, Vitamin E Supplement, Dried Kelp, Zinc Proteinate, Mixed Tocopherols (Added To Preserve Freshness), Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Yucca Schidigera Extract, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, D-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus Plantarum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Wellness Core Original Original: Deboned Turkey, Turkey Meal & Chicken Meal",https://catfooddb.com/chewy/best-dry-cat-food/wellness-core-grain-free-original%252Fdp%252F146754,"deboned turkey
deboned chicken
turkey meal
chicken meal
herring meal",salmon oil,None,Carbs:,18.00%,"Deboned Turkey, Deboned Chicken, Turkey Meal, Chicken Meal, Peas, Herring Meal, Chicken Fat (Preserved With Mixed Tocopherols), Dried Ground Potatoes, Tomato Pomace, Ground Flaxseed, Natural Chicken Flavor, Salmon Oil, Cranberries, Chicory Root Extract, Choline Chloride, Taurine, Vitamin E Supplement, Dried Kelp, Zinc Proteinate, Mixed Tocopherols (Added To Preserve Freshness), Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Yucca Schidigera Extract, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, D-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus Plantarum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Wellness Core Original Original: Deboned Turkey, Turkey Meal & Chicken Meal",https://catfooddb.com/chewy/best-dry-cat-food/wellness-core-grain-free-original%252Fdp%252F146754,"deboned turkey
deboned chicken
turkey meal
chicken meal
herring meal",salmon oil,None,Ash:,6.00%,"Deboned Turkey, Deboned Chicken, Turkey Meal, Chicken Meal, Peas, Herring Meal, Chicken Fat (Preserved With Mixed Tocopherols), Dried Ground Potatoes, Tomato Pomace, Ground Flaxseed, Natural Chicken Flavor, Salmon Oil, Cranberries, Chicory Root Extract, Choline Chloride, Taurine, Vitamin E Supplement, Dried Kelp, Zinc Proteinate, Mixed Tocopherols (Added To Preserve Freshness), Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Yucca Schidigera Extract, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, D-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus Plantarum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
"Wellness Core Original Original: Deboned Turkey, Turkey Meal & Chicken Meal",https://catfooddb.com/chewy/best-dry-cat-food/wellness-core-grain-free-original%252Fdp%252F146754,"deboned turkey
deboned chicken
turkey meal
chicken meal
herring meal",salmon oil,None,Moisture:,10.00%,"Deboned Turkey, Deboned Chicken, Turkey Meal, Chicken Meal, Peas, Herring Meal, Chicken Fat (Preserved With Mixed Tocopherols), Dried Ground Potatoes, Tomato Pomace, Ground Flaxseed, Natural Chicken Flavor, Salmon Oil, Cranberries, Chicory Root Extract, Choline Chloride, Taurine, Vitamin E Supplement, Dried Kelp, Zinc Proteinate, Mixed Tocopherols (Added To Preserve Freshness), Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Yucca Schidigera Extract, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, D-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus Plantarum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.","significantly more protein than average; 
an average amount of carbohydrates; 
an average amount of fat; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
Addiction Wild Islands Island Birds,https://catfooddb.com/product/addiction/Wild+Islands+Island+Birds,"chicken
duck
turkey
chicken liver
chicken meal",green-lipped mussel,None,Protein:,45.00%,"Chicken, Duck, Turkey, Chicken Liver, Chicken Meal, Eggs, Peas, Fish Meal, Fava Beans, Pea Protein, Flaxseed, Green-lipped Mussel, Manuka Honey, Kiwifruit, Tapioca, Chicken Fat, Brewers Dried Yeast, Natural Flavor, Natural Buffered Vinegar, Choline Chloride, Potassium Chloride, Taurine, DL-Methionine, Zinc Amino Acid Complex, Iron Amino Acid Complex, Calcium Carbonate, Niacin (Vitamin B3), Vitamin E Supplement, Copper Amino Acid Complex, Manganese Amino Acid Complex, Thiamine Mononitrate (Vitamin B1), d-Calcium Pantothenate (Vitamin B5), Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Supplement, Biotin, Vitamin B12 Supplement, Cobalt Sulfate, Folic Acid, Calcium Iodate, Vitamin K1 Supplement, Vitamin D3 Supplement, Mixed Tocopherols (for added freshness), Rosemary Extract, Tea Extract, Spearmint Extract","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
an average amount of fiber; 
significantly less moisture than an equivalent wet food; "
Addiction Wild Islands Island Birds,https://catfooddb.com/product/addiction/Wild+Islands+Island+Birds,"chicken
duck
turkey
chicken liver
chicken meal",green-lipped mussel,None,Fat:,15.00%,"Chicken, Duck, Turkey, Chicken Liver, Chicken Meal, Eggs, Peas, Fish Meal, Fava Beans, Pea Protein, Flaxseed, Green-lipped Mussel, Manuka Honey, Kiwifruit, Tapioca, Chicken Fat, Brewers Dried Yeast, Natural Flavor, Natural Buffered Vinegar, Choline Chloride, Potassium Chloride, Taurine, DL-Methionine, Zinc Amino Acid Complex, Iron Amino Acid Complex, Calcium Carbonate, Niacin (Vitamin B3), Vitamin E Supplement, Copper Amino Acid Complex, Manganese Amino Acid Complex, Thiamine Mononitrate (Vitamin B1), d-Calcium Pantothenate (Vitamin B5), Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Supplement, Biotin, Vitamin B12 Supplement, Cobalt Sulfate, Folic Acid, Calcium Iodate, Vitamin K1 Supplement, Vitamin D3 Supplement, Mixed Tocopherols (for added freshness), Rosemary Extract, Tea Extract, Spearmint Extract","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
an average amount of fiber; 
significantly less moisture than an equivalent wet food; "
Addiction Wild Islands Island Birds,https://catfooddb.com/product/addiction/Wild+Islands+Island+Birds,"chicken
duck
turkey
chicken liver
chicken meal",green-lipped mussel,None,Fiber:,5.00%,"Chicken, Duck, Turkey, Chicken Liver, Chicken Meal, Eggs, Peas, Fish Meal, Fava Beans, Pea Protein, Flaxseed, Green-lipped Mussel, Manuka Honey, Kiwifruit, Tapioca, Chicken Fat, Brewers Dried Yeast, Natural Flavor, Natural Buffered Vinegar, Choline Chloride, Potassium Chloride, Taurine, DL-Methionine, Zinc Amino Acid Complex, Iron Amino Acid Complex, Calcium Carbonate, Niacin (Vitamin B3), Vitamin E Supplement, Copper Amino Acid Complex, Manganese Amino Acid Complex, Thiamine Mononitrate (Vitamin B1), d-Calcium Pantothenate (Vitamin B5), Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Supplement, Biotin, Vitamin B12 Supplement, Cobalt Sulfate, Folic Acid, Calcium Iodate, Vitamin K1 Supplement, Vitamin D3 Supplement, Mixed Tocopherols (for added freshness), Rosemary Extract, Tea Extract, Spearmint Extract","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
an average amount of fiber; 
significantly less moisture than an equivalent wet food; "
Addiction Wild Islands Island Birds,https://catfooddb.com/product/addiction/Wild+Islands+Island+Birds,"chicken
duck
turkey
chicken liver
chicken meal",green-lipped mussel,None,Carbs:,19.00%,"Chicken, Duck, Turkey, Chicken Liver, Chicken Meal, Eggs, Peas, Fish Meal, Fava Beans, Pea Protein, Flaxseed, Green-lipped Mussel, Manuka Honey, Kiwifruit, Tapioca, Chicken Fat, Brewers Dried Yeast, Natural Flavor, Natural Buffered Vinegar, Choline Chloride, Potassium Chloride, Taurine, DL-Methionine, Zinc Amino Acid Complex, Iron Amino Acid Complex, Calcium Carbonate, Niacin (Vitamin B3), Vitamin E Supplement, Copper Amino Acid Complex, Manganese Amino Acid Complex, Thiamine Mononitrate (Vitamin B1), d-Calcium Pantothenate (Vitamin B5), Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Supplement, Biotin, Vitamin B12 Supplement, Cobalt Sulfate, Folic Acid, Calcium Iodate, Vitamin K1 Supplement, Vitamin D3 Supplement, Mixed Tocopherols (for added freshness), Rosemary Extract, Tea Extract, Spearmint Extract","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
an average amount of fiber; 
significantly less moisture than an equivalent wet food; "
Addiction Wild Islands Island Birds,https://catfooddb.com/product/addiction/Wild+Islands+Island+Birds,"chicken
duck
turkey
chicken liver
chicken meal",green-lipped mussel,None,Ash:,6.00%,"Chicken, Duck, Turkey, Chicken Liver, Chicken Meal, Eggs, Peas, Fish Meal, Fava Beans, Pea Protein, Flaxseed, Green-lipped Mussel, Manuka Honey, Kiwifruit, Tapioca, Chicken Fat, Brewers Dried Yeast, Natural Flavor, Natural Buffered Vinegar, Choline Chloride, Potassium Chloride, Taurine, DL-Methionine, Zinc Amino Acid Complex, Iron Amino Acid Complex, Calcium Carbonate, Niacin (Vitamin B3), Vitamin E Supplement, Copper Amino Acid Complex, Manganese Amino Acid Complex, Thiamine Mononitrate (Vitamin B1), d-Calcium Pantothenate (Vitamin B5), Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Supplement, Biotin, Vitamin B12 Supplement, Cobalt Sulfate, Folic Acid, Calcium Iodate, Vitamin K1 Supplement, Vitamin D3 Supplement, Mixed Tocopherols (for added freshness), Rosemary Extract, Tea Extract, Spearmint Extract","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
an average amount of fiber; 
significantly less moisture than an equivalent wet food; "
Addiction Wild Islands Island Birds,https://catfooddb.com/product/addiction/Wild+Islands+Island+Birds,"chicken
duck
turkey
chicken liver
chicken meal",green-lipped mussel,None,Moisture:,10.00%,"Chicken, Duck, Turkey, Chicken Liver, Chicken Meal, Eggs, Peas, Fish Meal, Fava Beans, Pea Protein, Flaxseed, Green-lipped Mussel, Manuka Honey, Kiwifruit, Tapioca, Chicken Fat, Brewers Dried Yeast, Natural Flavor, Natural Buffered Vinegar, Choline Chloride, Potassium Chloride, Taurine, DL-Methionine, Zinc Amino Acid Complex, Iron Amino Acid Complex, Calcium Carbonate, Niacin (Vitamin B3), Vitamin E Supplement, Copper Amino Acid Complex, Manganese Amino Acid Complex, Thiamine Mononitrate (Vitamin B1), d-Calcium Pantothenate (Vitamin B5), Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Supplement, Biotin, Vitamin B12 Supplement, Cobalt Sulfate, Folic Acid, Calcium Iodate, Vitamin K1 Supplement, Vitamin D3 Supplement, Mixed Tocopherols (for added freshness), Rosemary Extract, Tea Extract, Spearmint Extract","significantly more protein than average; 
an average amount of carbohydrates; 
less fat than average; 
an average amount of fiber; 
significantly less moisture than an equivalent wet food; "
Farmina Prime Boar & Apple (Dry),https://catfooddb.com/chewy/best-dry-cat-food/farmina-natural-delicious-wild-boar%252Fdp%252F56919,"wild boar
dehydrated wild boar
boneless chicken
dehydrated chicken
herring
dehydrated herring",herring oil,None,Protein:,44.00%,"Wild Boar, Dehydrated Wild Boar, Sweet Potatoes, Boneless Chicken, Dehydrated Chicken, Chicken Fat, Dried Whole Eggs, Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Apple, Dried Pomegranate, Dried Sweet Orange, Dried Spinach, Psyllium Seed Husk, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, DL-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (a Preservative).","more protein than average; 
an average amount of carbohydrates; 
more fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
Farmina Prime Boar & Apple (Dry),https://catfooddb.com/chewy/best-dry-cat-food/farmina-natural-delicious-wild-boar%252Fdp%252F56919,"wild boar
dehydrated wild boar
boneless chicken
dehydrated chicken
herring
dehydrated herring",herring oil,None,Fat:,20.00%,"Wild Boar, Dehydrated Wild Boar, Sweet Potatoes, Boneless Chicken, Dehydrated Chicken, Chicken Fat, Dried Whole Eggs, Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Apple, Dried Pomegranate, Dried Sweet Orange, Dried Spinach, Psyllium Seed Husk, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, DL-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (a Preservative).","more protein than average; 
an average amount of carbohydrates; 
more fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
Farmina Prime Boar & Apple (Dry),https://catfooddb.com/chewy/best-dry-cat-food/farmina-natural-delicious-wild-boar%252Fdp%252F56919,"wild boar
dehydrated wild boar
boneless chicken
dehydrated chicken
herring
dehydrated herring",herring oil,None,Fiber:,1.80%,"Wild Boar, Dehydrated Wild Boar, Sweet Potatoes, Boneless Chicken, Dehydrated Chicken, Chicken Fat, Dried Whole Eggs, Herring, Dehydrated Herring, Herring Oil, Pea Fiber, Dried Carrot, Suncured Alfalfa Meal, Inulin, Fructooligosaccharide, Yeast Extract, Dried Apple, Dried Pomegranate, Dried Sweet Orange, Dried Spinach, Psyllium Seed Husk, Dried Blueberry, Salt, Brewers Dried Yeast, Turmeric, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Ascorbic Acid, Niacin, Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Vitamin B12 Supplement, Choline Chloride, Beta-carotene, Zinc Methionine Hydroxy Analogue Chelate, Manganese Methionine Hydroxy Analogue Chelate, Ferrous Glycine, Copper Methionine Hydroxy Analogue Chelate, DL-Methionine, Taurine, Aloe Vera Gel Concentrate, Green Tea Extract, Rosemary Extract, Mixed Tocopherols (a Preservative).","more protein than average; 
an average amount of carbohydrates; 
more fat than average; 
significantly less fiber than average; 
significantly less moisture than an equivalent wet food; "
